+--------------+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------------------------+-------------------+
| substance_id | substance_name                                                                                                                                                                                                                              | allergic_patients_count | medications_count |
|         9728 | Nutmeg Seeds                                                                                                                                                                                                                                |                       0 |                 2 |
|         5595 | Nystatin Bp                                                                                                                                                                                                                                 |                       0 |                 2 |
|        12955 | Oakmoss Extract                                                                                                                                                                                                                             |                       0 |                 2 |
|         9970 | Oculus Totalis Suis D200                                                                                                                                                                                                                    |                       0 |                 2 |
|         4616 | Oculus Totalis Suis D30                                                                                                                                                                                                                     |                       0 |                 2 |
|         5529 | Odevixibat                                                                                                                                                                                                                                  |                       0 |                 2 |
|        10831 | Okoubaka Aubrevillei                                                                                                                                                                                                                        |                       0 |                 2 |
|         5185 | Okoubaka Aubrevillei D3                                                                                                                                                                                                                     |                       0 |                 2 |
|        11518 | Okoubaka Aubrevillei D4                                                                                                                                                                                                                     |                       0 |                 2 |
|          807 | Olanzapine Dihydrochloride Trihydrate                                                                                                                                                                                                       |                       0 |                 2 |
|         6016 | Ölauszug Aus Formica Rufa Rec. (10:1) Auszugsmittel: Raffiniertes Erdnussöl                                                                                                                                                                 |                       0 |                 2 |
|        12255 | Olea Europaea Pollen Extract                                                                                                                                                                                                                |                       0 |                 2 |
|         8433 | Oleander Dil. D3                                                                                                                                                                                                                            |                       0 |                 2 |
|         5250 | Olsalazine Sodium                                                                                                                                                                                                                           |                       0 |                 2 |
|         2279 | Omalizumab                                                                                                                                                                                                                                  |                       0 |                 2 |
|         1411 | Omega-3 Fatty Acids                                                                                                                                                                                                                         |                       0 |                 2 |
|          215 | Ononis Spinosa D2                                                                                                                                                                                                                           |                       0 |                 2 |
|         2811 | Ononis Spinosa Dil. D4                                                                                                                                                                                                                      |                       0 |                 2 |
|        11639 | Ononis Spinosa Dry Extract                                                                                                                                                                                                                  |                       0 |                 2 |
|         3282 | Ononis Spinosa Hydroalcoholic Extract                                                                                                                                                                                                       |                       0 |                 2 |
|         8401 | Ononis Spinosa Mother Tincture                                                                                                                                                                                                              |                       0 |                 2 |
|         6297 | Ornithine L-Form Aspartate                                                                                                                                                                                                                  |                       0 |                 2 |
|        10299 | Os Suis D10                                                                                                                                                                                                                                 |                       0 |                 2 |
|         9115 | Os Suis D200                                                                                                                                                                                                                                |                       0 |                 2 |
|         5092 | Os Suis D30                                                                                                                                                                                                                                 |                       0 |                 2 |
|         1669 | Ovarium Suis Dil. D12                                                                                                                                                                                                                       |                       0 |                 2 |
|         4622 | Ovolecithin                                                                                                                                                                                                                                 |                       0 |                 2 |
|           89 | Oxaceprol                                                                                                                                                                                                                                   |                       0 |                 2 |
|         3645 | Oxolamine Citrate                                                                                                                                                                                                                           |                       0 |                 2 |
|         2936 | Oxybuprocaine Hydrochloride Ph. Eur.                                                                                                                                                                                                        |                       0 |                 2 |
|         1332 | Oxygen Ph.Eur.                                                                                                                                                                                                                              |                       0 |                 2 |
|        10289 | Oxyquinoline                                                                                                                                                                                                                                |                       0 |                 2 |
|         6816 | Oxytetracycline Dihydrate Bp                                                                                                                                                                                                                |                       0 |                 2 |
|        11160 | Oxytocin Synthetic                                                                                                                                                                                                                          |                       0 |                 2 |
|          976 | Ozenoxacin                                                                                                                                                                                                                                  |                       0 |                 2 |
|        11094 | Packera Aurea D4                                                                                                                                                                                                                            |                       0 |                 2 |
|          716 | Packera Aurea Dil. D5                                                                                                                                                                                                                       |                       0 |                 2 |
|         5237 | Paclitaxel Albumin-Bound                                                                                                                                                                                                                    |                       0 |                 2 |
|          775 | Paeonia Officinalis E Floribus Sicc. Glückselig Ø                                                                                                                                                                                           |                       0 |                 2 |
|        13549 | Palladium Metallicum D12                                                                                                                                                                                                                    |                       0 |                 2 |
|        11120 | Panax Ginseng D1                                                                                                                                                                                                                            |                       0 |                 2 |
|         7715 | Panax Ginseng Root                                                                                                                                                                                                                          |                       0 |                 2 |
|         8863 | Pancreas Suis D200                                                                                                                                                                                                                          |                       0 |                 2 |
|          936 | Pandalus Borealis (731)                                                                                                                                                                                                                     |                       0 |                 2 |
|         3164 | Pangamate Calcium                                                                                                                                                                                                                           |                       0 |                 2 |
|          778 | Pankreas Bovis Dil. D6                                                                                                                                                                                                                      |                       0 |                 2 |
|         3590 | Paraben Mix                                                                                                                                                                                                                                 |                       0 |                 2 |
|         5017 | Paraffin Hard                                                                                                                                                                                                                               |                       0 |                 2 |
|         2742 | Paraffin White Soft Ph. Eur.                                                                                                                                                                                                                |                       0 |                 2 |
|        10105 | Paraformaldehyde                                                                                                                                                                                                                            |                       0 |                 2 |
|         6555 | Paris Quadrifolia D200                                                                                                                                                                                                                      |                       0 |                 2 |
|        12012 | Paris Quadrifolia D30                                                                                                                                                                                                                       |                       0 |                 2 |
|        11618 | Paris Quadrifolia D6                                                                                                                                                                                                                        |                       0 |                 2 |
|        10335 | Paris Quadrifolia Trit. D4                                                                                                                                                                                                                  |                       0 |                 2 |
|         9764 | Paroxetine Mesilate                                                                                                                                                                                                                         |                       0 |                 2 |
|         7363 | Parsley Powder                                                                                                                                                                                                                              |                       0 |                 2 |
|        12362 | Passiflora Dry Extract                                                                                                                                                                                                                      |                       0 |                 2 |
|        11208 | Passiflora Dry Extract (5-7:1)                                                                                                                                                                                                              |                       0 |                 2 |
|         2992 | Passion Flower Dry Extract (Der 4-7:1)                                                                                                                                                                                                      |                       0 |                 2 |
|         2716 | Passionflower Dry Extract (Der: 5 - 7 : 1)                                                                                                                                                                                                  |                       0 |                 2 |
|        10541 | Pefloxacin                                                                                                                                                                                                                                  |                       0 |                 2 |
|        10029 | Pelargonium Root                                                                                                                                                                                                                            |                       0 |                 2 |
|         4465 | Pelargonium Sidoides                                                                                                                                                                                                                        |                       0 |                 2 |
|          952 | Penfluridol                                                                                                                                                                                                                                 |                       0 |                 2 |
|           48 | Penicillium Roqueforti E Volumine Cellulae (Lyophil.                                                                                                                                                                                        |                       0 |                 2 |
|         2294 | Penicillium Roquefortii E Volumine Cellulae (Lyophil.                                                                                                                                                                                       |                       0 |                 2 |
|         3659 | Pentazocine Hydrochloride                                                                                                                                                                                                                   |                       0 |                 2 |
|         5180 | Pentetreotide                                                                                                                                                                                                                               |                       0 |                 2 |
|         2005 | Peppermint Tincture (1:19.7-21)                                                                                                                                                                                                             |                       0 |                 2 |
|         2806 | Pepsin Powder                                                                                                                                                                                                                               |                       0 |                 2 |
|         8683 | Perazine Dimaleate                                                                                                                                                                                                                          |                       0 |                 2 |
|        10766 | Perflutren                                                                                                                                                                                                                                  |                       0 |                 2 |
|         3049 | Pertussis                                                                                                                                                                                                                                   |                       0 |                 2 |
|        10188 | Pertuzumab                                                                                                                                                                                                                                  |                       0 |                 2 |
|        11448 | Petroleum                                                                                                                                                                                                                                   |                       0 |                 2 |
|          269 | Petroleum Rectificatum D10                                                                                                                                                                                                                  |                       0 |                 2 |
|         9491 | Petroleum Rectificatum Dil D6                                                                                                                                                                                                               |                       0 |                 2 |
|        12364 | Petroleum Rectificatum Dil. D4                                                                                                                                                                                                              |                       0 |                 2 |
|         4556 | Petroleum Rectificatum Dil. D8                                                                                                                                                                                                              |                       0 |                 2 |
|         4324 | Petroselinum Crispum Convar. Crispum D1                                                                                                                                                                                                     |                       0 |                 2 |
|         2060 | Petroselinum Crispum Convar. Crispum Dil D1                                                                                                                                                                                                 |                       0 |                 2 |
|         1809 | Petroselinum Crispum Convar. Crispum Dil. D2                                                                                                                                                                                                |                       0 |                 2 |
|         7382 | Petroselinum D3                                                                                                                                                                                                                             |                       0 |                 2 |
|         4288 | Petroselinum Mother Tincture                                                                                                                                                                                                                |                       0 |                 2 |
|          978 | Peumus Boldus Spag. Peka Dil. D6                                                                                                                                                                                                            |                       0 |                 2 |
|         7392 | Phenelzine                                                                                                                                                                                                                                  |                       0 |                 2 |
|         7881 | Phenol Bp                                                                                                                                                                                                                                   |                       0 |                 2 |
|        13432 | Phenolphthalein                                                                                                                                                                                                                             |                       0 |                 2 |
|          994 | Phenoxybenzamine Hydrochloride                                                                                                                                                                                                              |                       0 |                 2 |
|          178 | Phenoxymethylpenicillin Bp                                                                                                                                                                                                                  |                       0 |                 2 |
|         8172 | Phentermine                                                                                                                                                                                                                                 |                       0 |                 2 |
|         9162 | Pholcodine Monohydrate                                                                                                                                                                                                                      |                       0 |                 2 |
|         9298 | Phosphate                                                                                                                                                                                                                                   |                       0 |                 2 |
|         2133 | Phosphoric Acid D2                                                                                                                                                                                                                          |                       0 |                 2 |
|         7998 | Phosphorus D200                                                                                                                                                                                                                             |                       0 |                 2 |
|        11331 | Phosphorus Dil. D200                                                                                                                                                                                                                        |                       0 |                 2 |
|         3258 | Phosphorus Dil. D24                                                                                                                                                                                                                         |                       0 |                 2 |
|         9848 | Phyllitis Scolopendrium                                                                                                                                                                                                                     |                       0 |                 2 |
|        11057 | Phytolacca Americana                                                                                                                                                                                                                        |                       0 |                 2 |
|         1626 | Phytolacca Americana D3                                                                                                                                                                                                                     |                       0 |                 2 |
|         3404 | Phytolacca Americana D8                                                                                                                                                                                                                     |                       0 |                 2 |
|        11794 | Phytolacca Americana Dil. D2                                                                                                                                                                                                                |                       0 |                 2 |
|          913 | Phytolacca Americana Trit D 3                                                                                                                                                                                                               |                       0 |                 2 |
|         5003 | Phytosterol                                                                                                                                                                                                                                 |                       0 |                 2 |
|         3557 | Pibrentasvir                                                                                                                                                                                                                                |                       0 |                 2 |
|         8265 | Pilocarpus D4                                                                                                                                                                                                                               |                       0 |                 2 |
|          907 | Pilocarpus D5                                                                                                                                                                                                                               |                       0 |                 2 |
|        13714 | Pilocarpus Dil. D 4                                                                                                                                                                                                                         |                       0 |                 2 |
|        11067 | Pimecrolimus                                                                                                                                                                                                                                |                       0 |                 2 |
|         9273 | Pimpinella Anisum E Fructibus                                                                                                                                                                                                               |                       0 |                 2 |
|         9204 | Pimpinella Root                                                                                                                                                                                                                             |                       0 |                 2 |
|         7538 | Pinene                                                                                                                                                                                                                                      |                       0 |                 2 |
|         9708 | Pini Extractum Fluidum                                                                                                                                                                                                                      |                       0 |                 2 |
|        11024 | Pinus Sibirica Essential Oil                                                                                                                                                                                                                |                       0 |                 2 |
|         4474 | Pipecuronium Bromide                                                                                                                                                                                                                        |                       0 |                 2 |
|         9698 | Piper Methysticum Spag. Peka Dil. D8                                                                                                                                                                                                        |                       0 |                 2 |
|         6104 | Pipethanate Ethobromide                                                                                                                                                                                                                     |                       0 |                 2 |
|        13410 | Piscidia Ethanol Fluid Extract                                                                                                                                                                                                              |                       0 |                 2 |
|         8656 | Pitolisant                                                                                                                                                                                                                                  |                       0 |                 2 |
|         2241 | Placenta Totalis Suis D200                                                                                                                                                                                                                  |                       0 |                 2 |
|         4197 | Planta Tota Rh Dil. D20                                                                                                                                                                                                                     |                       0 |                 2 |
|        13302 | Planta Tota Rh Dil. D6                                                                                                                                                                                                                      |                       0 |                 2 |
|         8776 | Plantaginis Lanceolatae Folium Cum Herba Extractum Fluidum (1:1)                                                                                                                                                                            |                       0 |                 2 |
|        11149 | Plantaginis Lanceolatae L. Folium                                                                                                                                                                                                           |                       0 |                 2 |
|         7355 | Plantago Lanceolata (342)                                                                                                                                                                                                                   |                       0 |                 2 |
|          551 | Plantago Lanceolata Herb Fluid Extract                                                                                                                                                                                                      |                       0 |                 2 |
|         2495 | Plantago Lanceolata Pollen Extract                                                                                                                                                                                                          |                       0 |                 2 |
|         1540 | Plantago Lanceolatae Folium Dry Extract                                                                                                                                                                                                     |                       0 |                 2 |
|        12055 | Plantago Major Ø                                                                                                                                                                                                                            |                       0 |                 2 |
|        10158 | Plantago Seed                                                                                                                                                                                                                               |                       0 |                 2 |
|        11501 | Platanus Acerifolia (132)                                                                                                                                                                                                                   |                       0 |                 2 |
|        10765 | Plumbum Aceticum Dil. D6                                                                                                                                                                                                                    |                       0 |                 2 |
|        11377 | Plumbum Mellitum Dil. D20                                                                                                                                                                                                                   |                       0 |                 2 |
|         1116 | Plumbum Metallicum D12                                                                                                                                                                                                                      |                       0 |                 2 |
|         3928 | Plumbum Metallicum Dil. D29 Aquos.                                                                                                                                                                                                          |                       0 |                 2 |
|          385 | Plumbum Metallicum Dil. D8                                                                                                                                                                                                                  |                       0 |                 2 |
|        12207 | Pneumococcal Polysaccharide Serotype 1 Conjugated To Crm197 Adsorbed On Aluminium Phosphate                                                                                                                                                 |                       0 |                 2 |
|        10629 | Pneumococcal Polysaccharide Serotype 14 Conjugated To Crm197 Adsorbed On Aluminium Phosphate                                                                                                                                                |                       0 |                 2 |
|         8647 | Pneumococcal Polysaccharide Serotype 18c Conjugated To Crm197 Adsorbed On Aluminium Phosphate                                                                                                                                               |                       0 |                 2 |
|         7540 | Pneumococcal Polysaccharide Serotype 19a Conjugated To Crm197                                                                                                                                                                               |                       0 |                 2 |
|        11791 | Pneumococcal Polysaccharide Serotype 19a Conjugated To Crm197 Adsorbed On Aluminium Phosphate                                                                                                                                               |                       0 |                 2 |
|         1585 | Pneumococcal Polysaccharide Serotype 19f Conjugated To Crm197 Adsorbed On Aluminium Phosphate                                                                                                                                               |                       0 |                 2 |
|         3261 | Pneumococcal Polysaccharide Serotype 22f Conjugated To Crm197                                                                                                                                                                               |                       0 |                 2 |
|         8592 | Pneumococcal Polysaccharide Serotype 23f Conjugated To Crm197 Adsorbed On Aluminium Phosphate                                                                                                                                               |                       0 |                 2 |
|         6578 | Pneumococcal Polysaccharide Serotype 3 Conjugated To Crm197                                                                                                                                                                                 |                       0 |                 2 |
|        12342 | Pneumococcal Polysaccharide Serotype 3 Conjugated To Crm197 Adsorbed On Aluminium Phosphate                                                                                                                                                 |                       0 |                 2 |
|         2480 | Pneumococcal Polysaccharide Serotype 33f Conjugated To Crm197                                                                                                                                                                               |                       0 |                 2 |
|        10509 | Pneumococcal Polysaccharide Serotype 4 Conjugated To Crm197 Adsorbed On Aluminium Phosphate                                                                                                                                                 |                       0 |                 2 |
|        11640 | Pneumococcal Polysaccharide Serotype 5 Conjugated To Crm197 Adsorbed On Aluminium Phosphate                                                                                                                                                 |                       0 |                 2 |
